1,0,2.9303,0.37467,,
2,0,2.0357,1.0827,0,0,1
3,0,0.93171,0.11872,0,0,1
4,1,1.6604,0.35444,0,0,1
5,0,2.1972,0.085452,0,0,1
6,0,5.0365,0.44333,0,0,0
7,0,1.6552,0.13882,0,0,1
8,0,2.1364,0.20319,0,0,1
9,1,1.5585,0.68894,0,1,0
10,0,2.4478,1.1421,1,0,0
11,1,1.825,0.29652,0,1,0
12,1,1.5912,0.24735,0,1,0
13,1,5.3064,0.40665,0,0,0
14,0,3.6271,1.1068,1,0,0
15,0,2.488,0.99722,1,0,0
16,0,1.5001,0.35994,1,0,0
17,1,5.223,0.85523,0,0,1
18,1,1.2251,0.35233,0,1,0
19,1,1.5059,0.39431,0,1,0
20,0,3.5811,0.57393,0,0,0
21,1,2.0159,0.31115,0,0,0
22,0,2.5388,0.66875,0,0,1
23,0,1.4984,0.23909,0,0,1
24,1,1.3874,0.4219,0,0,0
25,1,1.315,0.71878,0,0,0
26,1,1.4839,0.27247,0,1,0
