1,0,13.6811,0.3425,,
2,0,3.1224,0.31791,0,0,1
3,1,4.8319,0.70259,0,1,0
4,0,1.0725,0.23783,1,0,0
5,0,14.1385,0.34131,1,0,0
6,0,6.1852,0.38655,0,0,1
7,1,5.7245,0.36836,0,0,1
8,1,8.0864,0.3718,0,0,1
9,0,4.3204,0.51562,1,0,0
10,1,2.3344,0.44904,0,1,0
11,1,3.5045,0.59714,0,1,0
12,1,4.7175,0.29667,0,1,0
13,0,3.4533,0.83525,1,0,0
14,0,60.2255,0.089134,1,0,0
15,0,1.5286,0.36362,1,0,0
16,0,4.0493,0.28686,1,0,0
17,0,6.9366,0.26771,0,0,1
18,1,2.5691,0.33069,0,1,0
19,0,2.7892,0.3494,1,0,0
20,1,6.0904,0.26375,0,1,0
21,0,3.4213,0.62919,1,0,0
22,1,10.2516,0.2179,0,1,0
23,1,23.3439,0.19422,0,1,0
24,1,9.1212,0.63702,0,0,1
25,0,13.3574,0.20722,0,0,1
26,1,3.8638,0.14913,0,1,0
