1,0,0.88435,0.45705,,
2,0,1.2771,0.78673,0,0,1
3,0,9.8445,0.32004,0,0,1
4,1,5.5451,1.5467,0,0,1
5,0,1.5559,0.23883,1,0,0
6,0,7.6832,0.16038,1,0,0
7,0,3.0831,0.18977,1,0,0
8,0,0.97173,0.3492,0,0,0
9,1,2.6406,0.79887,0,1,0
10,0,1.2465,0.26125,1,0,0
11,1,3.094,0.96289,0,0,1
12,1,2.4874,0.21896,0,1,0
13,1,6.6192,0.36209,0,0,1
14,0,7.4824,0.70323,1,0,0
15,0,1.4005,0.89724,1,0,0
16,0,8.5184,0.32195,1,0,0
17,1,4.3527,0.85871,0,0,1
18,1,1.9117,0.77741,0,1,0
19,1,1.2898,0.28628,0,1,0
20,0,3.7397,0.2952,0,0,1
21,1,4.1405,0.42337,0,0,1
22,0,1.0258,2.1775,0,0,1
23,0,1.6599,0.72986,0,0,1
24,1,4.5293,0.95613,0,0,1
25,1,10.5147,0.38257,0,0,1
26,1,1.1265,0.34665,0,0,1
