1,0,0.85581,0.63794,,
2,1,1.0946,3.1392,0,0,0
3,1,0.99716,0.68532,0,0,1
4,0,1.0777,0.53966,0,0,1
5,0,1.9732,1.0065,1,0,0
6,0,1.4891,0.45405,1,0,0
7,0,1.156,0.95778,0,0,1
8,1,1.8398,0.4947,0,1,0
9,0,1.1608,0.1947,0,0,1
10,0,1.2052,0.8774,1,0,0
11,1,1.1898,0.50259,0,0,1
12,0,1.5118,0.88319,0,0,0
13,1,1.6892,1.1814,0,0,1
14,0,2.6878,0.84452,1,0,0
15,1,1.6697,0.6271,0,1,0
16,0,1.248,0.69402,1,0,0
17,0,1.8999,1.9967,0,0,1
18,1,1.4132,0.52446,0,1,0
19,0,1.1238,1.0077,1,0,0
20,0,1.3279,0.46711,0,0,1
21,1,1.6786,0.61928,0,0,1
22,1,2.0913,1.5359,0,0,1
23,1,1.0739,0.47132,0,0,1
24,1,1.6219,1.3812,0,0,1
25,0,1.0137,0.7257,0,0,1
26,1,1.9911,2.3433,0,0,1
