"The Golden Compass - Philip Pullman",4.5,0679893105,4.85002792498,4.90275723872,6.22754102933,85.1988147366,7.79911119716,27.6463674851,7.80928970285,1.91054276125,8.21535331633,4.10622874308,1.26999495213,13.9848397176,8641.0,0.0757925572851,496209,153470,120843,9159,8641,1,16509,6662,29734,4029,1326,559,2079,527,584,199,606,204
"Chicken soup for the teenage soul - test",5.0,1558744630,3.99983935614,3.8679372519,6.12053742917,86.4592134014,7.31382634896,26.9992561463,7.86990467775,1.77269679496,8.70223422406,4.1746983651,1.28766569096,11.2702159045,7457.0,0.112836438923,350850,108218,84042,9483,7457,1,13219,5895,23987,2743,1066,354,2412,628,561,220,486,292
"East of the Mountains - David Guterson",3.0,0553456180,5.01816847172,5.1510506841,7.05564697245,81.9855408456,7.88209137956,29.5571398253,8.13938557931,2.14715867159,8.76018308494,4.27861324762,1.32150154976,12.8575645756,6775.0,0.12357938239,372710,115116,87110,10765,6775,1,14547,5965,24748,1797,578,123,1721,403,457,77,749,63
"Robin Mckinley Beauty A Retelling of the S - Desconocido",5.0,0060241497,3.11030270943,2.58015921207,4.97450793593,90.5623409743,6.48014581943,23.2202767997,7.31378823905,1.32181000562,7.91202213493,4.03684328946,1.25448588143,9.99325463744,7116.0,0.0915738553268,287068,89209,71112,6512,7116,1,9406,4414,17023,2324,899,318,1830,506,267,87,471,161
"Harry Potter 5",4.5,0439567629,6.18001120225,6.66892914693,7.82106183658,77.9066625808,8.73873308535,32.8410044868,8.49503468954,2.68249342932,9.22060720348,4.34751597609,1.34108056446,15.2442577991,17502.0,0.0541556567531,1159939,357807,266805,14449,17502,1,46949,17616,81579,7910,2712,416,2842,559,1568,257,905,236
"Brown, Dan - Digital Fortress.rtf - Administrator",3.0,0312263120,4.20227828323,3.99888522785,7.19619284387,79.7387328417,6.98213685539,28.6764261571,7.77491446235,1.69267668692,9.62041501383,4.51654883855,1.40259702785,8.31188039655,12508.0,0.106535853412,469563,145821,103965,11076,12508,1,21172,9506,36685,3425,1017,210,2703,592,825,158,1176,281
"Divine Secrets of the Ya-Ya Sisterhood - Rebecca Wells",4.0,0061015075,4.41069238982,4.26638193872,6.21012942627,85.2846391489,7.00910423456,25.8393893561,7.39850530441,1.66489312907,8.49561276903,4.15373683581,1.28961973432,12.2645628841,10901.0,0.0855597774055,555338,172417,133696,11439,10901,1,18149,7030,35992,3576,1559,372,3090,600,541,326,519,293
"Hannibal - Thomas Harris",3.0,0440224675,5.43480931103,5.39860075769,7.15987429329,79.8067052771,8.18438263792,30.3132279719,8.34333642968,2.26318009279,8.92674274925,4.28299734643,1.34181155689,13.311366512,9484.0,0.103742722484,540707,169397,126245,13097,9484,1,21464,9026,37018,3076,1485,152,2357,521,1074,190,950,189
"'Tis - Frank McCourt",4.0,0684864495,5.31095433321,6.86372049164,5.71787796234,92.0868921236,9.63619937998,32.0513028148,8.09050737217,2.43265306122,8.82375379396,3.91506533685,1.11991689697,19.7075255102,7840.0,0.0649355692622,604905,173035,154507,10033,7840,1,19072,6772,41193,3673,2100,189,3479,338,693,394,510,264
"The Girlfriends' Guide to Pregnancy - Iovine, Vicki",4.0,0671021761,8.15636289656,8.53187019366,8.26123601834,70.1794342294,11.34124079,36.6191039765,10.3286078851,3.34935337295,8.72434669589,4.35907675772,1.38902375746,18.8612373296,5722.0,0.101228642378,470449,149909,107924,10925,5722,1,19165,10244,28381,4135,2334,232,1490,481,994,121,362,406
