1,Test,0,2.8979,1.6861,desierto
2,Alcohol,0,1.7667,1.0883,copa
3,Avion,0,1.9426,1.6899,vuelo
4,Barco,1,1.8766,0.70262,barco
5,Biblioteca,1,6.596,0.70854,aula
6,Campo,0,1.6693,0.77897,granja
7,Cementerio,0,1.6579,0.65701,cementerio
8,Circo,0,1.5453,0.67569,circo
9,Cocina,0,1.3086,1.2011,cocina
10,Comida,1,4.0965,0.74902,almuerzo
11,Computadora,0,1.794,1.1932,camara
12,Desayuno,0,1.4547,0.68583,desayuno
13,Equipo,0,2.5422,0.42597,equipo
14,Espacio,1,2.4265,0.61061,espacio
15,Fiesta,1,2.308,1.0413,fiesta
16,Fuego,0,2.1953,0.81976,bombero
17,Granjero,1,1.7753,0.96118,conejo
18,Guerra,1,1.4146,0.64651,guerra
19,Laboratorio,1,1.9193,1.0112,laboratorio
20,Lluvia,0,1.5548,0.62202,lluvia
21,Medico,0,1.5234,0.92722,medioc
22,Navidad,1,2.1048,6.6766,fiesta
23,Pintor,1,1.8206,1.4843,pintura
24,Plomero,0,3.8524,1.3948,plomero
25,Robo,1,3.3473,0.12569,abanco
26,Television,1,1.48,0.6453,television
