;"CorrectaConSubliminal";"CorrectaCon3Imágenes";"IncorrectaPeroConCiertoSentido"
"1,Test,0,2.9303,0.37467,desierto";;;
"2,Alcohol,0,2.0357,1.0827,cocktail";0;0,1
"3,Avion,0,0.93171,0.11872,viaje",0,0,1
"4,Barco,1,1.6604,0.35444,marina",0,0,1
"5,Biblioteca,0,2.1972,0.085452,lectura",0,0,1
"6,Campo,0,5.0365,0.44333,fondo",0,0,0
"7,Cementerio,0,1.6552,0.13882,muerte",0,0,1
"8,Circo,0,2.1364,0.20319,aritistas",0,0,1
"9,Cocina,1,1.5585,0.68894,cocina",0,1,0
"10,Comida,0,2.4478,1.1421,comida",1,0,0
"11,Computadora,1,1.825,0.29652,computadora",0,1,0
"12,Desayuno,1,1.5912,0.24735,desayuno",0,1,0
"13,Equipo,1,5.3064,0.40665,piel",0,0,0
"14,Espacio,0,3.6271,1.1068,espacio",1;0;0
"15,Fiesta,0,2.488,0.99722,festejo";1;0;0
"16,Fuego,0,1.5001,0.35994,fuego";1;0;0
"17,Granjero,1,5.223,0.85523,naturaleza";0;0;1
"18,Guerra,1,1.2251,0.35233,guerra";0;1;0
"19,Laboratorio,1,1.5059,0.39431,laboratorio";0;1;0
"20,Lluvia,0,3.5811,0.57393,meteorologia";0;0;0
"21,Medico,1,2.0159,0.31115,instrumentos";0;0;0
"22,Navidad,0,2.5388,0.66875,fiesta";0;0;1
"23,Pintor,0,1.4984,0.23909,puintura";0;0;1
"24,Plomero,1,1.3874,0.4219,herramientas";0;0;0
"25,Robo,1,1.315,0.71878,polat";0;0;0
"26,Television,1,1.4839,0.27247,tele";0;1;0
