1,Test,0,2.2961,1.4044,sabana
2,Alcohol,1,0.90934,0.25762,alcohol
3,Avion,1,0.68972,0.55059,viaje
4,Barco,0,1.0126,0.8766,agua
5,Biblioteca,0,0.78608,0.30767,libros
6,Campo,0,0.97596,0.62574,granja
7,Cementerio,1,1.0433,0.15424,muerte
8,Circo,1,0.72938,0.72379,circo
9,Cocina,1,2.4631,0.52452,cocina
10,Comida,1,0.76866,0.41045,comida
11,Computadora,0,1.1928,1.0665,proyector
12,Desayuno,0,0.67139,0.50098,jugo
13,Equipo,0,0.75802,0.65657,amigos
14,Espacio,1,0.86278,0.32445,luna
15,Fiesta,1,1.0774,0.69885,joda
16,Fuego,0,0.98519,0.68166,fuego
17,Granjero,1,0.70795,0.48063,animal
18,Guerra,0,0.88191,0.71894,guerra
19,Laboratorio,0,0.96905,0.57856,labo
20,Lluvia,0,0.73143,0.27835,agua
21,Medico,0,0.7614,0.34771,medico
22,Navidad,1,0.8161,0.93571,chmapnage
23,Pintor,0,0.90197,0.42623,pintura
24,Plomero,0,0.94068,0.33569,herramientas
25,Robo,1,0.90527,0.49352,guita
26,Television,1,0.8726,0.38308,tele
