1,Test,0,3.0698,0.95549,desierto
2,Alcohol,0,1.5468,0.98882,trago
3,Avion,1,2.6291,1.9311,avion
4,Barco,1,1.5799,0.6453,marina
5,Biblioteca,0,5.3346,1.4893,bibliotca
6,Campo,0,2.5899,0.7105,campo
7,Cementerio,0,2.0573,0.41549,muerrte
8,Circo,1,1.802,0.44185,payaso
9,Cocina,0,1.6768,0.72212,cocina
10,Comida,1,1.6712,0.51673,postre
11,Computadora,0,1.5866,0.46726,compujtacion
12,Desayuno,1,2.7451,1.7388,jugo
13,Equipo,0,5.68,1.4847,deporte
14,Espacio,1,2.4928,0.76056,espacio
15,Fiesta,1,1.5485,0.6387,festejo
16,Fuego,1,3.6605,0.8261,fuego
17,Granjero,0,1.3133,1.6121,campo
18,Guerra,0,1.2705,0.69196,quegraa
19,Laboratorio,0,1.9818,0.66205,ciuencia
20,Lluvia,0,2.2769,0.70556,lluvia
21,Medico,1,2.8886,0.46943,medicina
22,Navidad,0,1.5498,0.58393,festejo
23,Pintor,1,7.3458,1.0522,pintura
24,Plomero,0,4.5288,0.57112,plomero
25,Robo,1,2.3773,0.70733,ladron
26,Television,1,1.6959,0.65984,television
